index,szum
0,0.18046043844206236
1,0.26665175670382424
2,0.3985648699685721
3,0.251118576390737
4,0.29146259933397073
5,0.34976114760399596
6,0.22104413995341635
7,0.1666433803853769
8,0.3077756854194854
9,0.20600821334853703
10,0.26722395587201575
11,0.3488448673184392
12,0.26972429773298645
13,0.1912162656249325
14,0.29898415269694634
15,0.29100859189248385
16,0.40778104351365374
17,0.21885156405153244
18,0.264217437917773
19,0.11363483719295553
20,0.3059079446298452
21,0.3384315747167614
22,0.3241999821436283
23,0.30591071892434285
24,0.18615460425742802
25,0.33691711808399877
26,0.26393026379764023
27,0.2953327057071086
28,0.3085910888512939
29,0.14371001212921108
30,0.41299486421541853
31,0.1617896624538689
32,0.3071276485495633
33,0.12106782714808981
34,0.30759380559289173
35,0.061358343162722435
36,0.2096279753408746
37,0.11455282155512736
38,0.21637408079731235
39,0.15707441850289428
40,0.23620177531137582
41,0.32053471389916843
42,0.1943876700711739
43,0.3221545619567946
44,0.35184604027818606
45,0.5073530613682964
46,0.4856242756412462
47,0.35471864957520105
48,0.1913580655730477
49,0.25285704317772095
50,0.24188356737351474
51,0.29410364497577296
52,0.27147555198669204
53,0.20665198720352687
54,0.22861113956303838
55,0.398726749542428
56,0.28325056299913276
57,0.3057624593281172
58,0.060451593320689376
59,0.30595864725189
60,0.25845685532787616
61,0.2835799033614045
62,0.30826286147289084
63,0.427534528549099
64,0.3634530074808114
65,0.33728734215658435
66,0.2853557048126737
67,0.3663578099711362
68,0.3273066599025753
69,0.282684775758669
70,0.42528728392332693
71,0.2959905029351751
72,0.1884264571948381
73,0.3683909937321562
74,0.28089894214005845
75,0.23800963368456102
76,0.3882268146073953
77,0.17174026242119705
78,0.41057200109864594
79,0.37253567932767967
80,0.20978276073468982
81,0.30263030571484445
82,0.15844635597695894
83,0.3371758880738718
84,0.25154237062539975
85,0.27889881824080115
86,0.35470444416078073
87,0.3221719167967342
88,0.3775608084351782
89,0.3156836443671478
90,0.33647867785786895
91,0.32561350216659807
92,0.15618212958691047
93,0.34799138601800045
94,0.24259320337429027
95,0.3290636624436284
96,0.11491957321919156
97,0.31699392040342345
98,0.18139338359819515
99,0.28488056022497715
100,0.3072765308302101
101,0.27774446537059383
102,0.25641581878625924
103,0.2710079542607806
104,0.1726340068971759
105,0.13867991999453863
106,0.2492627388709913
107,0.13776073129662147
108,0.08767101048159555
109,0.38072613379004683
110,0.31700265567828484
111,0.3394198917536948
112,0.2144118904507719
113,0.22831994018850538
114,0.2309602545732315
115,0.32646335324546333
116,0.41944727956677536
117,0.24767782030593133
118,0.14870886411590137
119,0.4053029845453406
120,0.38113606299238134
121,0.3427845848353212
122,0.27818102926387683
123,0.17332477360750684
124,0.22810359008688566
125,0.2620150322932222
126,0.07114072425478474
127,0.06449563871103478
128,0.19332249260318493
129,0.4130597580946649
130,0.16864291801321582
131,0.12738150986059762
132,0.3869732631810613
133,0.0568723905932979
134,0.13087273404106992
135,0.2850752062542039
136,0.23951920455259226
137,0.18279827966534018
138,0.2611359081866595
139,0.23554805535761572
140,0.0
141,0.36415371306382316
142,0.14857054141188852
143,0.3167267371165091
144,0.26717403387182476
145,0.3183880065990095
146,0.22946470634030255
147,0.24134162561645162
148,0.3198144582669317
149,0.22671464794457258
150,0.24065046402224513
151,0.18523694292087467
152,0.28217769913427165
153,0.39151149235607635
154,0.09340752088735549
155,0.23957235404057553
156,0.30912054988039067
157,0.27137369599691846
158,0.16671189875862222
159,0.08786436852911707
160,0.19189352089333567
161,0.4649339978232298
162,0.22270255248107326
163,0.4580272943039227
164,0.21526716578138694
165,0.20287166827412212
166,0.23889125825953975
167,0.16897416328396142
168,0.2785667691798931
169,0.27958965162824234
170,0.2740338434169008
171,0.5020803831879767
172,0.266262324457675
173,0.2530227395174857
174,0.3921504547476261
175,0.3257192106364471
176,0.207082616773295
177,0.1540626123175649
178,0.22234430294856497
179,0.24101754874742787
180,0.2444830131109582
181,0.4387240954017403
182,0.3824517887004538
183,0.18419701282088272
184,0.12080756503540173
185,0.17149243243467202
186,0.228876956388296
187,0.4282653837706419
188,0.3504002742855499
189,0.28320998656654917
190,0.2401268908890791
191,0.2617742136280224
192,0.2635734310555287
193,0.27924022713668095
194,0.2880883676310851
195,0.3601927940000588
196,0.21913334293461584
197,0.3753417484657259
198,0.31937275416579103
199,0.25735385216967027
200,0.34984690652431943
201,0.417944277570828
202,0.1353341417313103
203,0.418687397953372
204,0.4320658889842663
205,0.2637409475333721
206,0.31213652673059655
207,0.22773024179480647
208,0.15296773722138698
209,0.2754871644769182
210,0.38714903871330153
211,0.2339507831965104
212,0.3000064580605008
213,0.2835327987409432
214,0.3265868096723341
215,0.35619468052538283
216,0.3426187823422531
217,0.2958464524351775
218,0.3425998936686132
219,0.2416052500350897
220,0.35977582020634197
221,0.30966099878684544
222,0.2534814461522428
223,0.2296698142002367
224,0.13412618059571413
225,0.17848383872188145
226,0.37033036805957037
227,0.1654800963131055
228,0.2632544216256966
229,0.29119293055577455
230,0.25803997698650916
231,0.2901540663135611
232,0.21653354737192304
233,0.10731040205913224
234,0.27703452241874893
235,0.262125796471767
236,0.2673273831126677
237,0.21058262996922097
238,0.29553945504612555
239,0.32531817294759463
240,0.3477446806247964
241,0.42470261557260436
242,0.24857277299517358
243,0.3576317226560905
244,0.3438053456105226
245,0.3109491339048453
246,0.22226957921769805
247,0.45323963849629867
248,0.44309987172818843
249,0.20225120674693944
250,0.2554783625639952
251,0.37384765100867673
252,0.36248667982860805
253,0.3269673559740991
254,0.3259740877377467
255,0.08006543129838377
256,0.3534262498883763
257,0.20378477979550721
258,0.2170721824377155
259,0.22872785672115614
260,0.33436836660443503
261,0.47482496980768396
262,0.20035026989977378
263,0.4415849318412789
264,0.41042480338415926
265,0.3570706793452314
266,0.20565009845029505
267,0.2347421181640472
268,0.2974895497670943
269,0.2972325066527725
270,0.315188544051918
271,0.39401112230874447
272,0.3892402453261108
273,0.16429500285338858
274,0.21808034937045365
275,0.11207396028596385
276,0.1502037372813888
277,0.1908705494094371
278,0.38251331372458824
279,0.12132474253770856
280,0.2748350243583459
281,0.25093374637197874
282,0.2590245805112682
283,0.24521648164131774
284,0.2855021666447262
285,0.358567385694623
286,0.1588702648152814
287,0.34587237851059655
288,0.3485841930914183
289,0.19820873512915987
290,0.20802449747773952
291,0.3764168122994881
292,0.270048046230793
293,0.2392716626427324
294,0.27955678523080496
295,0.20256436738916278
296,0.18840240993866322
297,0.08967308595692593
298,0.21952420447055354
299,0.10492106448047339
300,0.29887230148377536
301,0.3210187981224707
302,0.22171946390512234
303,0.2274200645744156
304,0.10105782136987884
305,0.33640843385193553
306,0.16178674479554547
307,0.19161763337001944
308,0.22467533786695215
309,0.3027615596794085
310,0.32620392145949656
311,0.30769098078900103
312,0.2375890798436635
313,0.1438334771470724
314,0.3224992144419649
315,0.21412025643718308
316,0.2697798104367805
317,0.2536317685500519
318,0.2160074328373069
319,0.2392838887672942
320,0.1658961945358296
321,0.2890053875980457
322,0.22391822388766328
323,0.24045669240603526
324,0.184449057084604
325,0.22290674358255727
326,0.3185769532303645
327,0.19141857357819367
328,0.3473748021334973
329,0.2847291292447513
330,0.34169919263562853
331,0.080571698840994
332,0.22684089452823478
333,0.14711146883317777
334,0.45725241193005955
335,0.2657654160030677
336,0.37432511807096636
337,0.222362173085531
338,0.1858082588990514
339,0.1805010090944123
340,0.32200303640995454
341,0.3400555667685121
342,0.2743362630796848
343,0.26432998907297867
344,0.2885438946840042
345,0.41993192935361184
346,0.3167600392567391
347,0.21408128528249923
348,0.1206850893087998
349,0.35736991309336424
350,0.34183328916157624
351,0.01679995103385198
352,0.23499902282575663
353,0.2123961700459878
354,0.23818427497646838
355,0.1429786315865133
356,0.2547744714915413
357,0.21649080667425888
358,0.34548015436756446
359,0.13118767052069571
360,0.3159002508699014
361,0.3475174915200025
362,0.3807975600040298
363,0.44271141157683663
364,0.21464230117543323
365,0.24899271804420517
366,0.2862490476446532
367,0.16862969184699914
368,0.09042394222476592
369,0.2415955303767385
370,0.39572209135494113
371,0.36007706159913394
372,0.22357204889363258
373,0.39750184366354746
374,0.2359875919205099
375,0.20178725794189248
376,0.11007483901117687
377,0.17852439968472789
378,0.3584985398829965
379,0.3376388471192263
380,0.2710924458497448
381,0.292858041586292
382,0.35266452652138836
383,0.31357789161672295
384,0.30447918798041707
385,0.37894019948048707
386,0.4145408853547373
387,0.18604541097513597
388,0.21856620861235104
389,0.2866100757363324
390,0.10298202024151096
391,0.26065027321686285
392,0.48164595755048345
393,0.14730962320573454
394,0.4270950374488846
395,0.2406378628357703
396,0.2516069765035068
397,0.1443043417672989
398,0.23908316352009923
399,0.22521532978783215
400,0.37172975245599615
401,0.2617193733433054
402,0.41808409938307195
403,0.41308150517062797
404,0.23328163980891853
405,0.17078669206335909
406,0.31577149382156483
